2023-58-24 01:58:41
N_eng	k_pcs	k_tank	mu_sa	k_extra	eta_pcs	k_sa	m_platform	m_eng	m_engines	m_fsts	m_pcs	m_sa	m_saos	m_eos	m0	m_f_main	m_f_extra	m_fuel	p_platform	p_eng	p_engines	p_burt_0	p_burt	p_fsts_0	p_fsts	p_pcs	p_saos	p_eos	p_sa	p0	RE	RL	mu0	mu1	h0	h1	R0	R1	J	Vgis	F	track	dt0	eta	m0_iter_cnt	eng_name	platform_name
1	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	2.5	12.2352709810325	0.84	24.948	10	10	322.875987311787	116.526390295548	5.82631951477738	122.352709810325	250	1200	1200	10	10	20	20	120	10	10	1782	1620	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.360901382805601	5	ПлаС-55	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	5	13.5441441222556	1.68	45.276	10	10	360.941597947194	128.991848783387	6.44959243916934	135.441441222556	250	1200	2400	10	10	20	20	240	10	10	3234	2940	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.357375956434532	5	ПлаС-55	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	7.5	14.9429894330042	2.52	66.066	10	10	400.458889039756	142.31418507623	7.11570925381152	149.429894330042	250	1200	3600	10	20	20	40	360	10	10	4719	4290	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.355377765286918	5	ПлаС-55	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	10	16.3343605617188	3.36	86.394	10	10	439.431968530872	155.565338683036	7.77826693415179	163.343605617188	250	1200	4800	10	20	20	40	480	10	10	6171	5610	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.354014613918802	5	ПлаС-55	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	12.5	17.7673336913682	4.2	107.184	10	10	479.32467778442	169.212701822554	8.46063509112772	177.673336913682	250	1200	6000	10	30	20	60	600	10	10	7656	6960	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.353023137896228	5	ПлаС-55	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	15	19.17740602282	5.04	127.512	10	10	518.503467134651	182.641962122095	9.13209810610474	191.7740602282	250	1200	7200	10	30	20	60	720	10	10	9108	8280	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.352248294753763	5	ПлаС-55	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	17.5	20.6218994311839	5.88	148.302	10	10	558.522893228207	196.399042201752	9.81995211008759	206.218994311839	250	1200	8400	10	40	20	80	840	10	10	10593	9630	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.351640093151034	5	ПлаС-55	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	20	22.0392907726672	6.72	168.63	10	10	597.78220322484	209.898007358735	10.4949003679367	220.392907726672	250	1200	9600	10	40	20	80	960	10	10	12045	10950	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.351127896124046	5	ПлаС-55	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	22.5	23.4890471978346	7.56	189.42	10	10	637.859521886301	223.705211407948	11.1852605703974	234.890471978346	250	1200	10800	10	50	20	100	1080	10	10	13530	12300	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.350712349243293	5	ПлаС-55	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	2.5	25	24.9101690961455	8.4	209.748	10	10	677.159548681878	237.239705677576	11.8619852838788	249.101690961455	250	1200	12000	10	50	20	100	1200	10	10	14982	13620	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1950	0	0.072	TrackNS.Track	100	0.350345359730029	4	ПлаС-55	Карат
2023-34-24 09:34:20
N_eng	k_pcs	k_tank	mu_sa	k_extra	eta_pcs	k_sa	m_platform	m_eng	m_engines	m_fsts	m_pcs	m_sa	m_saos	m_eos	m0	m_f_main	m_f_extra	m_fuel	p_platform	p_eng	p_engines	p_burt_0	p_burt	p_fsts_0	p_fsts	p_pcs	p_saos	p_eos	p_sa	p0	RE	RL	mu0	mu1	h0	h1	R0	R1	J	Vgis	F	S_sa	T_miss	acc	track	dt0	eta	m0_iter_cnt	eng_name	platform_name
100	0.007	0.1	0.014	0.05	0.1	1.1	140	4	400	84.1152719420414	94.5	2314.158	10	10	3893.92598462942	801.097828019442	40.0548914009721	841.152719420414	250	1350	135000	10	500	20	1000	13500	10	10	165297	150270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	590.346428571429	33181470.9669049	0.000231129200594102	TrackNS.Track	100	0.205730111764228	6	ВЧИД-8	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	4	4	5.67868752467066	0.945	27.489	10	10	254.899561882476	54.0827383301968	2.70413691650984	56.7868752467066	250	1350	1350	10	10	20	20	135	10	10	1963.5	1785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	7.0125	224010699.106814	3.53080245942107E-05	TrackNS.Track	100	0.212172739453872	5	ВЧИД-8	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	4	8	6.41811801262732	1.89	50.358	10	10	290.847276108748	61.1249334535935	3.05624667267967	64.1811801262732	250	1350	2700	10	10	20	20	270	10	10	3597	3270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	12.8464285714286	126589787.791705	6.18881505126072E-05	TrackNS.Track	100	0.210161615647172	4	ВЧИД-8	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	4	12	7.19877078113995	2.835	73.689	10	10	327.710445878362	68.5597217251424	3.42798608625712	71.9877078113995	250	1350	4050	10	20	20	40	405	10	10	5263.5	4785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	18.7982142857143	94658140.8474571	8.23898058166316E-05	TrackNS.Track	100	0.209208228139881	4	ВЧИД-8	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	4	16	7.97415326804275	3.78	96.558	10	10	364.05365929903	75.9443168385023	3.79721584192512	79.7415326804275	250	1350	5400	10	20	20	40	540	10	10	6897	6270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	24.6321428571429	78640348.5496707	9.88865214795987E-05	TrackNS.Track	100	0.208607481064	4	ВЧИД-8	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	4	20	8.76700711862944	4.725	119.889	10	10	401.051049520587	83.4953058917089	4.17476529458545	87.6700711862944	250	1350	6750	10	30	20	60	675	10	10	8563.5	7785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	30.5839285714286	69167516.9806986	0.000112205167032458	TrackNS.Track	100	0.208191216533453	4	ВЧИД-8	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	4	24	9.54842884347927	5.67	142.758	10	10	437.460683554391	90.9374175569454	4.54687087784727	95.4842884347927	250	1350	8100	10	30	20	60	810	10	10	10197	9270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	36.4178571428571	62777135.3033702	0.000123439664477382	TrackNS.Track	100	0.207875635401276	4	ВЧИД-8	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	4	28	10.3447258722575	6.615	166.089	10	10	474.495954529313	98.5211987834045	4.92605993917022	103.447258722575	250	1350	9450	10	40	20	80	945	10	10	11863.5	10785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	42.3696428571429	58296402.801082	0.000132772470236325	TrackNS.Track	100	0.207633379890741	4	ВЧИД-8	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	4	32	11.1283736803871	7.56	188.958	10	10	510.930078430955	105.984511241781	5.29922556208907	111.283736803871	250	1350	10800	10	40	20	80	1080	10	10	13497	12270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	48.2035714285714	54873482.1432938	0.000140919478103753	TrackNS.Track	100	0.207434472378795	4	ВЧИД-8	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	4	36	11.9261500047988	8.505	212.289	10	10	547.981615840018	113.582380998084	5.6791190499042	119.261500047988	250	1350	12150	10	50	20	100	1215	10	10	15163.5	13785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	54.1553571428572	52273137.1343558	0.000147815177842842	TrackNS.Track	100	0.207274072185743	4	ВЧИД-8	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	4	40	12.7108886714399	9.45	235.158	10	10	584.427742774817	121.056082585142	6.05280412925708	127.108886714399	250	1350	13500	10	50	20	100	1350	10	10	16797	15270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	3800	0	0.009	59.9892857142857	50141430.3177958	0.000153996796203902	TrackNS.Track	100	0.207136098656742	4	ВЧИД-8	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	1.23	47.3459927227002	0.1575	8.4315	10	10	690.624917639333	450.914216406668	22.5457108203334	473.459927227002	250	225	225	10	10	20	20	22.5	10	10	602.25	547.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	2.15089285714286	271727337.549647	2.02714956301523E-05	TrackNS.Track	100	0.652907540532951	8	СПД-50	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	2.46	47.0623179985876	0.315	12.243	10	10	692.70351114777	448.212552367501	22.4106276183751	470.623179985876	250	225	450	10	10	20	20	45	10	10	874.5	795	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	3.12321428571429	135049658.744621	4.04213340186563E-05	TrackNS.Track	100	0.647048188950044	6	СПД-50	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	3.69	47.7434967453817	0.4725	16.5165	10	10	705.857470005597	454.699969003635	22.7349984501817	477.434967453817	250	225	675	10	20	20	40	67.5	10	10	1179.75	1072.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	4.21339285714286	91336237.4265128	5.95020974980501E-05	TrackNS.Track	100	0.644180997333682	6	СПД-50	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	4.92	48.5453979622652	0.63	20.328	10	10	719.877459821545	462.337123450145	23.1168561725072	485.453979622652	250	225	900	10	20	20	40	90	10	10	1452	1320	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	5.18571428571429	69652745.2325076	7.77910173960471E-05	TrackNS.Track	100	0.642244200234796	5	СПД-50	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	6.15	49.5910129533095	0.7875	24.6015	10	10	737.040212120735	472.29536146009	23.6147680730045	495.910129533095	250	225	1125	10	30	20	60	112.5	10	10	1757.25	1597.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	6.27589285714286	56922387.7353259	9.49744652311226E-05	TrackNS.Track	100	0.640799991225883	5	СПД-50	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	7.38	50.5795840113379	0.945	28.413	10	10	753.113487218316	481.710323917504	24.0855161958752	505.795840113379	250	225	1350	10	30	20	60	135	10	10	2029.5	1845	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	7.24821428571429	48380919.0585043	0.000111536974739704	TrackNS.Track	100	0.639625145602874	5	СПД-50	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	8.61	51.7364295840152	1.1025	32.6865	10	10	771.49976879328	492.727900800145	24.6363950400073	517.364295840152	250	225	1575	10	40	20	80	157.5	10	10	2334.75	2122.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	8.33839285714286	42417835.9070931	0.000127025313504998	TrackNS.Track	100	0.638662408895898	5	СПД-50	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	9.84	52.8004050033249	1.26	36.498	10	10	788.40249399031	502.861000031665	25.1430500015833	528.004050033249	250	225	1800	10	40	20	80	180	10	10	2607	2370	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	9.31071428571429	37878900.4271161	0.000142059418702672	TrackNS.Track	100	0.637822690649487	5	СПД-50	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	11.07	54.009794888856	1.4175	40.7715	10	10	807.366793155495	514.378998941486	25.7189499470743	540.09794888856	250	225	2025	10	50	20	100	202.5	10	10	2912.25	2647.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	10.4008928571429	34441344.2119456	0.000156062896155964	TrackNS.Track	100	0.637106954735032	5	СПД-50	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	1.23	12.3	55.1140288826005	1.575	44.583	10	10	824.712354288437	524.895513167624	26.2447756583812	551.140288826005	250	225	2250	10	50	20	100	225	10	10	3184.5	2895	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	860	0	0.014	11.3732142857143	31630950.3720223	0.000169756157128011	TrackNS.Track	100	0.63645889435051	5	СПД-50	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	1.32	39.5673480512406	0.1575	8.4315	10	10	605.149830063598	376.831886202292	18.8415943101146	395.673480512406	250	225	225	10	10	20	20	22.5	10	10	602.25	547.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	2.15089285714286	232293944.854658	2.44567531291293E-05	TrackNS.Track	100	0.622708406218487	7	СПД-50М(1)	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	2.64	39.5525239366163	0.315	12.243	10	10	610.275766498536	376.69070415825	18.8345352079125	395.525239366163	250	225	450	10	10	20	20	45	10	10	874.5	795	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	3.12321428571429	116103464.994419	4.85026632629219E-05	TrackNS.Track	100	0.617246701961505	6	СПД-50М(1)	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	3.96	40.2183510505704	0.4725	16.5165	10	10	623.350872347882	383.031914767337	19.1515957383669	402.183510505704	250	225	675	10	20	20	40	67.5	10	10	1179.75	1072.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	4.21339285714286	78705297.8457362	7.1227942350935E-05	TrackNS.Track	100	0.614472413144508	6	СПД-50М(1)	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	5.28	40.9552997760339	0.63	20.328	10	10	636.746354789869	390.050474057465	19.5025237028733	409.552997760339	250	225	900	10	20	20	40	90	10	10	1452	1320	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	5.18571428571429	60110602.0960342	9.29726563091773E-05	TrackNS.Track	100	0.612568051820548	5	СПД-50М(1)	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	6.6	41.8844537151562	0.7875	24.6015	10	10	652.718036884824	398.899559191964	19.9449779595982	418.844537151562	250	225	1125	10	30	20	60	112.5	10	10	1757.25	1597.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	6.27589285714286	49179462.855133	0.000113372077709349	TrackNS.Track	100	0.611136105715357	5	СПД-50М(1)	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	7.92	42.7591334873201	0.945	28.413	10	10	667.6284992094	407.229842736382	20.3614921368191	427.591334873201	250	225	1350	10	30	20	60	135	10	10	2029.5	1845	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	7.24821428571429	41838738.2983023	0.000133008102717539	TrackNS.Track	100	0.609964738201889	5	СПД-50М(1)	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	9.24	43.7712150620084	1.1025	32.6865	10	10	684.512396715962	416.868714876271	20.8434357438135	437.712150620084	250	225	1575	10	40	20	80	157.5	10	10	2334.75	2122.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	8.33839285714286	36710600.4171662	0.00015134861033494	TrackNS.Track	100	0.60900097189803	5	СПД-50М(1)	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	10.56	44.7028860195009	1.26	36.498	10	10	700.049776950915	425.741771614295	21.2870885807147	447.028860195009	250	225	1800	10	40	20	80	180	10	10	2607	2370	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	9.31071428571429	32805486.7802925	0.000169130830261377	TrackNS.Track	100	0.608159284713473	5	СПД-50М(1)	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	11.88	45.7551164518862	1.4175	40.7715	10	10	717.375305566485	435.763013827487	21.7881506913744	457.551164518862	250	225	2025	10	50	20	100	202.5	10	10	2912.25	2647.5	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	10.4008928571429	29846819.5467949	0.000185676868114127	TrackNS.Track	100	0.607440778134091	5	СПД-50М(1)	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	13.2	46.7173571388403	1.575	44.583	10	10	733.248944233514	444.927210846098	22.2463605423049	467.173571388403	250	225	2250	10	50	20	100	225	10	10	3184.5	2895	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	930	0	0.0148	11.3732142857143	27427054.7607513	0.000201841408929281	TrackNS.Track	100	0.606788750730754	5	СПД-50М(1)	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	1.32	24.2128006193749	0.21	9.702	10	10	437.572808961314	230.598101136904	11.5299050568452	242.128006193749	250	300	300	10	10	20	20	30	10	10	693	630	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	2.475	150811161.763077	4.11360112679931E-05	TrackNS.Track	100	0.526993671485861	7	СПД-50М(2)	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	2.64	24.5977037046128	0.42	14.784	10	10	448.418774364013	234.263844805836	11.7131922402918	245.977037046128	250	300	600	10	10	20	20	60	10	10	1056	960	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	3.77142857142857	76604288.747251	8.02820980255753E-05	TrackNS.Track	100	0.52242202645973	5	СПД-50М(2)	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	3.96	25.2688037936199	0.63	20.328	10	10	462.874865690796	240.655274224952	12.0327637112476	252.688037936199	250	300	900	10	20	20	40	90	10	10	1452	1320	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	5.18571428571429	52462854.5460482	0.000116662199662559	TrackNS.Track	100	0.519914326879246	5	СПД-50М(2)	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	5.28	25.9504989279869	0.84	25.41	10	10	476.985512105905	247.147608837971	12.3573804418985	259.504989279869	250	300	1200	10	20	20	40	120	10	10	1815	1650	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	6.48214285714286	40408632.2084067	0.000150947980960927	TrackNS.Track	100	0.518144896575174	5	СПД-50М(2)	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	6.6	26.735493538061	1.05	30.954	10	10	492.694442854914	254.623747981533	12.7311873990767	267.35493538061	250	300	1500	10	30	20	60	150	10	10	2211	2010	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	7.89642857142857	33304784.3587091	0.000182668997601223	TrackNS.Track	100	0.516798497880589	5	СПД-50М(2)	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	7.92	27.4793907262908	1.26	36.036	10	10	507.489316313297	261.708483107531	13.0854241553766	274.793907262908	250	300	1800	10	30	20	60	180	10	10	2574	2340	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	9.19285714285714	28526222.6648709	0.00021281236181399	TrackNS.Track	100	0.51569259626732	5	СПД-50М(2)	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	9.24	28.302882339859	1.47	41.58	10	10	523.621718789817	269.55126037961	13.4775630189805	283.02882339859	250	300	2100	10	40	20	80	210	10	10	2970	2700	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	10.6071428571429	25183786.9791605	0.000240631729889296	TrackNS.Track	100	0.514782429198297	5	СПД-50М(2)	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	10.56	29.0733717343601	1.68	46.662	10	10	538.709098379472	276.889254612953	13.8444627306477	290.733717343601	250	300	2400	10	40	20	80	240	10	10	3333	3030	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	11.9035714285714	22635695.3352375	0.000267305676538927	TrackNS.Track	100	0.513986593963018	5	СПД-50М(2)	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	11.88	29.91577828475	1.89	52.206	10	10	555.049566225564	284.912174140476	14.2456087070238	299.1577828475	250	300	2700	10	50	20	100	270	10	10	3729	3390	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	13.3178571428571	20703616.5327958	0.000291865825788549	TrackNS.Track	100	0.513309425819265	5	СПД-50М(2)	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	1.32	13.2	30.7008559252471	2.1	57.288	10	10	570.297426568659	292.389104049972	14.6194552024986	307.00855925247	250	300	3000	10	50	20	100	300	10	10	4092	3720	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1200	0	0.018	14.6142857142857	19122245.6388656	0.000315624780358937	TrackNS.Track	100	0.51269581525066	5	СПД-50М(2)	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	1.5	17.6628963129496	0.469	15.9698	10	10	372.230664664606	168.218060123329	8.41090300616647	176.628963129496	250	670	670	10	10	20	20	67	10	10	1140.7	1037	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	4.07392857142857	62200581.1179217	0.000104773743009971	TrackNS.Track	100	0.451918866692244	6	СПД-70	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	3	18.6362187586123	0.938	27.3196	10	10	396.256028845645	177.487797701069	8.87438988505347	186.362187586123	250	670	1340	10	10	20	20	134	10	10	1951.4	1774	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	6.96928571428572	32814082.992719	0.000196842430958656	TrackNS.Track	100	0.447911917499701	5	СПД-70	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	4.5	19.7655131676385	1.407	39.1314	10	10	422.459066598018	188.242982548938	9.4121491274469	197.655131676385	250	670	2010	10	20	20	40	201	10	10	2795.1	2541	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	9.9825	23201672.8467896	0.000276949908880353	TrackNS.Track	100	0.445588691147813	5	СПД-70	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	6	20.89059321979	1.876	50.4812	10	10	448.153734883275	198.958030664667	9.94790153323333	208.9059321979	250	670	2680	10	20	20	40	268	10	10	3605.8	3278	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	12.8778571428571	18391754.9271879	0.000348094834110066	TrackNS.Track	100	0.443950401788991	5	СПД-70	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	7.5	22.0829550927699	2.345	62.293	10	10	475.050513663012	210.31385802638	10.515692901319	220.829550927699	250	670	3350	10	30	20	60	335	10	10	4449.5	4045	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	15.8910714285714	15553193.5317459	0.000410482663193851	TrackNS.Track	100	0.442718936149958	5	СПД-70	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	9	23.2430589876776	2.814	73.6428	10	10	501.130461403173	221.36246654931	11.0681233274655	232.430589876776	250	670	4020	10	30	20	60	402	10	10	5260.2	4782	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	18.7864285714286	13641885.7021936	0.000466944275039271	TrackNS.Track	100	0.441726224204157	5	СПД-70	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	10.5	24.4572208631447	3.283	85.4546	10	10	528.267042085191	232.92591298233	11.6462956491165	244.572208631447	250	670	4690	10	40	20	80	469	10	10	6103.9	5549	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	21.7996428571429	12303861.4628072	0.000516784085038519	TrackNS.Track	100	0.440924559788774	5	СПД-70	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	12	25.6325996248668	3.752	96.8044	10	10	554.514997202524	244.119996427303	12.2059998213652	256.325996248668	250	670	5360	10	40	20	80	536	10	10	6914.6	6286	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	24.695	11283271.6614408	0.000562653853500826	TrackNS.Track	100	0.440240566366763	5	СПД-70	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	13.5	26.8570804996154	4.221	108.6162	10	10	581.765089264903	255.781719043956	12.7890859521978	268.570804996154	250	670	6030	10	50	20	100	603	10	10	7758.3	7053	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	27.7082142857143	10508692.2289804	0.000603336306142932	TrackNS.Track	100	0.439664950275982	5	СПД-70	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	1.5	15	28.0402368552928	4.69	119.966	10	10	608.098613680626	267.049874812312	13.3524937406156	280.402368552928	250	670	6700	10	50	20	100	670	10	10	8569	7790	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1470	0	0.039	30.6035714285714	9874475.79896455	0.00064134334666454	TrackNS.Track	100	0.439155539585833	5	СПД-70	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	2.6	18.4619304639552	0.42	14.784	10	10	380.885233478448	175.827909180526	8.79139545902629	184.619304639552	250	600	600	10	10	20	20	60	10	10	1056	960	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1430	0	0.036	3.77142857142857	68515735.8065064	9.45166597067276E-05	TrackNS.Track	100	0.461629629415588	6	СПД-70М(1)	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	5.2	19.464111638815	0.84	24.948	10	10	405.093254269904	185.372491798238	9.26862458991192	194.64111638815	250	600	1200	10	10	20	20	120	10	10	1782	1620	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1430	0	0.036	6.36428571428571	36117516.1773964	0.000177736852542176	TrackNS.Track	100	0.4576044894461	5	СПД-70М(1)	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	7.8	20.631926832435	1.26	35.574	10	10	431.585220384974	196.494541261286	9.82472706306428	206.31926832435	250	600	1800	10	20	20	40	180	10	10	2541	2310	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1430	0	0.036	9.075	25523004.742807	0.000250240265187172	TrackNS.Track	100	0.455285612157925	5	СПД-70М(1)	Карат
