2023-58-24 01:58:41
N_eng	k_pcs	k_tank	mu_sa	k_extra	eta_pcs	k_sa	m_platform	m_eng	m_engines	m_fsts	m_pcs	m_sa	m_saos	m_eos	m0	m_f_main	m_f_extra	m_fuel	p_platform	p_eng	p_engines	p_burt_0	p_burt	p_fsts_0	p_fsts	p_pcs	p_saos	p_eos	p_sa	p0	RE	RL	mu0	mu1	h0	h1	R0	R1	J	Vgis	F	track	dt0	eta	m0_iter_cnt	eng_name	platform_name
9	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	23.4	27.9725069001089	3.78	97.944	10	10	592.821578474935	266.404827620084	13.3202413810042	279.725069001089	250	600	5400	10	50	20	100	540	10	10	6996	6360	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1430	0	0.036	TrackNS.Track	100	0.449384498292766	5	СПД-70М(1)	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	26	29.1972203779625	4.2	108.108	10	10	619.477428200613	278.068765504404	13.9034382752202	291.972203779625	250	600	6000	10	50	20	100	600	10	10	7722	7020	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1430	0	0.036	TrackNS.Track	100	0.448876347782528	5	СПД-70М(1)	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	2.6	16.845230468295	0.56	18.172	10	10	366.629538917173	160.430766364714	8.0215383182357	168.45230468295	250	800	800	10	10	20	20	80	10	10	1298	1180	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.437582762257893	6	СПД-70М(2)	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	5.2	18.0668487759371	1.12	31.724	10	10	396.77936044888	172.065226437497	8.60326132187483	180.668487759371	250	800	1600	10	10	20	20	160	10	10	2266	2060	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.433654679625567	5	СПД-70М(2)	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	7.8	19.4294484290556	1.68	45.738	10	10	428.941947899039	185.042365991006	9.2521182995503	194.294484290556	250	800	2400	10	20	20	40	240	10	10	3267	2970	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.431392562320718	5	СПД-70М(2)	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	10.4	20.7859176379911	2.24	59.29	10	10	460.575109702628	197.96112036182	9.89805601809102	207.859176379911	250	800	3200	10	20	20	40	320	10	10	4235	3850	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.429812893036349	5	СПД-70М(2)	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	13	22.2044352868417	2.8	73.304	10	10	493.352794411054	211.470812255635	10.5735406127817	222.044352868417	250	800	4000	10	30	20	60	400	10	10	5236	4760	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.428640142817232	5	СПД-70М(2)	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	15.6	23.5919455302939	3.36	86.856	10	10	525.327404763805	224.685195526609	11.2342597763304	235.919455302939	250	800	4800	10	30	20	60	480	10	10	6204	5640	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.427705072092385	5	СПД-70М(2)	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	18.2	25.029688943637	3.92	100.87	10	10	558.316589167059	238.3779899394	11.91889949697	250.29688943637	250	800	5600	10	40	20	80	560	10	10	7205	6550	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.426958457915484	5	СПД-70М(2)	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	20.8	26.430493918396	4.48	114.422	10	10	590.43743727637	251.71898969901	12.5859494849505	264.30493918396	250	800	6400	10	40	20	80	640	10	10	8173	7430	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.426326268978072	5	СПД-70М(2)	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	23.4	27.8772987767085	5.04	128.436	10	10	623.526286299454	265.4980835877	13.274904179385	278.772987767085	250	800	7200	10	50	20	100	720	10	10	9174	8340	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.425800947644718	5	СПД-70М(2)	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	26	29.2846322794216	5.6	141.988	10	10	655.718963616104	278.901259804015	13.9450629902008	292.846322794216	250	800	8000	10	50	20	100	800	10	10	10142	9220	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1530	0	0.048	TrackNS.Track	100	0.425336577526985	5	СПД-70М(2)	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	2.6	15.979704330152	0.7	21.56	10	10	360.636768515994	152.187660287162	7.60938301435808	159.79704330152	250	1000	1000	10	10	20	20	100	10	10	1540	1400	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.421997071772265	5	СПД-70М(3)	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	5.2	17.4158190028725	1.4	38.5	10	10	396.674036349374	165.8649428845	8.293247144225	174.158190028725	250	1000	2000	10	10	20	20	200	10	10	2750	2500	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.418139146214281	5	СПД-70М(3)	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	7.8	18.979151365333	2.1	55.902	10	10	434.572679984252	180.753822526981	9.03769112634903	189.79151365333	250	1000	3000	10	20	20	40	300	10	10	3993	3630	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.41593462003532	5	СПД-70М(3)	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	10.4	20.5353409480996	2.8	72.842	10	10	471.930755757976	195.574675696187	9.77873378480935	205.353409480996	250	1000	4000	10	20	20	40	400	10	10	5203	4730	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.414413922614709	5	СПД-70М(3)	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	13	22.1486447995009	3.5	90.244	10	10	510.379103395989	210.939474280961	10.5469737140481	221.486447995009	250	1000	5000	10	30	20	60	500	10	10	6446	5860	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.41329959020148	5	СПД-70М(3)	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	15.6	23.7319516498385	4.2	107.184	10	10	548.035471301012	226.018587141319	11.300929357066	237.319516498385	250	1000	6000	10	30	20	60	600	10	10	7656	6960	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.412415982134808	5	СПД-70М(3)	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	18.2	25.3617073004164	4.9	124.586	10	10	586.664781169503	241.540069527776	12.0770034763888	253.617073004164	250	1000	7000	10	40	20	80	700	10	10	8899	8090	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.411717350828988	5	СПД-70М(3)	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	20.8	26.9565861529038	5.6	141.526	10	10	624.448449480257	256.729391932417	12.8364695966208	269.565861529038	250	1000	8000	10	40	20	80	800	10	10	10109	9190	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.411129841296105	5	СПД-70М(3)	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	23.4	28.5946030440695	6.3	158.928	10	10	663.168634620744	272.329552800662	13.6164776400331	285.946030440695	250	1000	9000	10	50	20	100	900	10	10	11352	10320	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.41064902437131	5	СПД-70М(3)	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	2.6	26	30.1950836756743	7	175.868	10	10	701.01358266329	287.572225482613	14.3786112741306	301.950836756743	250	1000	10000	10	50	20	100	1000	10	10	12562	11420	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.059	TrackNS.Track	100	0.410223471548252	4	СПД-70М(3)	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	3.5	17.4013143767564	0.945	27.489	10	10	383.348455672998	165.726803588156	8.28634017940782	174.013143767564	250	1350	1350	10	10	20	20	135	10	10	1963.5	1785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.432313737372986	6	СПД-100В	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	7	19.5199764291895	1.89	50.358	10	10	433.967778141518	185.904537420852	9.2952268710426	195.199764291895	250	1350	2700	10	10	20	20	270	10	10	3597	3270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.42838327356237	5	СПД-100В	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	10.5	21.7710589336819	2.835	73.689	10	10	486.505681912356	207.343418416018	10.3671709208009	217.710589336819	250	1350	4050	10	20	20	40	405	10	10	5263.5	4785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.426189099376996	5	СПД-100В	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	14	24.013600496279	3.78	96.558	10	10	538.487601855075	228.700957107419	11.435047855371	240.13600496279	250	1350	5400	10	20	20	40	540	10	10	6897	6270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.424709791496686	6	СПД-100В	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	17.5	26.315313624301	4.725	119.889	10	10	591.58244558189	250.622034517153	12.5311017258576	263.15313624301	250	1350	6750	10	30	20	60	675	10	10	8563.5	7785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.423646841431606	6	СПД-100В	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	21	28.5851230753783	5.67	142.758	10	10	643.864349097529	272.239267384555	13.6119633692278	285.851230753783	250	1350	8100	10	30	20	60	810	10	10	10197	9270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.42282084380994	6	СПД-100В	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	24.5	30.9034575768022	6.615	166.089	10	10	697.142029169788	294.318643588592	14.7159321794296	309.034575768022	250	1350	9450	10	40	20	80	945	10	10	11863.5	10785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.422178883604379	6	СПД-100В	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	28	33.1838669085513	7.56	188.958	10	10	749.54053075801	316.036827700489	15.8018413850244	331.838669085513	250	1350	10800	10	40	20	80	1080	10	10	13497	12270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.421640744871903	6	СПД-100В	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	31.5	35.5095820207403	8.505	212.289	10	10	802.898811522761	338.186495435622	16.9093247717811	355.095820207403	250	1350	12150	10	50	20	100	1215	10	10	15163.5	13785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.421206870133765	4	СПД-100В	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	3.5	35	37.7956328410416	9.45	235.158	10	10	855.359955673226	359.95840800992	17.997920400496	377.956328410416	250	1350	13500	10	50	20	100	1350	10	10	16797	15270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1540	0	0.083	TrackNS.Track	100	0.420826817554966	6	СПД-100В	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	4.2	16.4641555627861	0.945	27.489	10	10	373.739717839667	156.801481550344	7.84007407751721	164.641555627861	250	1350	1350	10	10	20	20	135	10	10	1963.5	1785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.419547278669513	5	СПД-100ВМ	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	8.4	18.5206279307977	1.89	50.358	10	10	424.374931778382	176.386932674264	8.81934663371319	185.206279307977	250	1350	2700	10	10	20	20	270	10	10	3597	3270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.415639377979039	5	СПД-100ВМ	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	12.6	20.7009780911196	2.835	73.689	10	10	476.834776320101	197.152172296377	9.85760861481884	207.009780911196	250	1350	4050	10	20	20	40	405	10	10	5263.5	4785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.413460137739676	5	СПД-100ВМ	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	16.8	22.872881036555	3.78	96.558	10	10	528.739688415045	217.836962252904	10.8918481126452	228.72881036555	250	1350	5400	10	20	20	40	540	10	10	6897	6270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.411992833195281	6	СПД-100ВМ	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	21	25.0998788490703	4.725	119.889	10	10	581.712664704661	239.046465229241	11.9523232614621	250.998788490703	250	1350	6750	10	30	20	60	675	10	10	8563.5	7785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.410935638388768	6	СПД-100ВМ	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	25.2	27.2975343281115	5.67	142.758	10	10	633.900873242324	259.976517410585	12.9988258705293	272.975343281115	250	1350	8100	10	30	20	60	810	10	10	10197	9270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.410121721525383	6	СПД-100ВМ	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	29.4	29.5399709035982	6.615	166.089	10	10	687.043676650334	281.333056224745	14.0666528112372	295.399709035982	250	1350	9450	10	40	20	80	945	10	10	11863.5	10785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.409483509980585	5	СПД-100ВМ	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	33.6	31.7472152360817	7.56	188.958	10	10	739.337365320315	302.354430819826	15.1177215409913	317.472152360817	250	1350	10800	10	40	20	80	1080	10	10	13497	12270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.408953266806462	5	СПД-100ВМ	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	37.8	33.9970493638827	8.505	212.289	10	10	792.56153773326	323.781422513169	16.1890711256584	339.970493638827	250	1350	12150	10	50	20	100	1215	10	10	15163.5	13785	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.408525277972975	6	СПД-100ВМ	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	4.2	42	36.2089751565299	9.45	235.158	10	10	844.906722423175	344.847382443142	17.2423691221571	362.089751565299	250	1350	13500	10	50	20	100	1350	10	10	16797	15270	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1600	0	0.09	TrackNS.Track	100	0.408148465731373	6	СПД-100ВМ	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	8.5	18.4149122262463	3.15	80.85	10	10	455.064038781966	175.380116440441	8.76900582202203	184.149122262463	250	4500	4500	10	10	20	20	450	10	10	5775	5250	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.385396562887867	6	СПД-140Д	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	17	24.4549706542396	6.3	157.08	10	10	609.384724611392	232.90448242133	11.6452241210665	244.549706542396	250	4500	9000	10	10	20	20	900	10	10	11220	10200	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.382196128348728	5	СПД-140Д	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	25.5	30.5841760089296	9.45	233.772	10	10	765.14796985748	291.27786675171	14.5638933375855	305.841760089296	250	4500	13500	10	20	20	40	1350	10	10	16698	15180	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.380681748140775	5	СПД-140Д	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	34	36.696140591754	12.6	310.002	10	10	920.257867968065	349.4870532548	17.47435266274	366.96140591754	250	4500	18000	10	20	20	40	1800	10	10	22143	20130	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.379770785363096	4	СПД-140Д	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	42.5	42.8493229856278	15.75	386.694	10	10	1076.28654223484	408.088790339312	20.4044395169656	428.493229856278	250	4500	22500	10	30	20	60	2250	10	10	27621	25110	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.379163702532174	6	СПД-140Д	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	51	48.974007210143	18.9	462.924	10	10	1231.53807195238	466.419116287076	23.3209558143538	489.74007210143	250	4500	27000	10	30	20	60	2700	10	10	33066	30060	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.378728946274191	6	СПД-140Д	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	59.5	55.1353305307622	22.05	539.616	10	10	1387.65462189868	525.098386007259	26.2549193003629	551.353305307622	250	4500	31500	10	40	20	80	3150	10	10	38544	35040	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.378407117823587	6	СПД-140Д	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	68	61.266396002969	25.2	615.846	10	10	1542.97409933146	583.489485742562	29.1744742871281	612.66396002969	250	4500	36000	10	40	20	80	3600	10	10	43989	39990	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.378158963261519	4	СПД-140Д	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	76.5	67.4283560034224	28.35	692.538	10	10	1699.09990315514	642.174819080214	32.1087409540107	674.283560034224	250	4500	40500	10	50	20	100	4050	10	10	49467	44970	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.377950006287287	6	СПД-140Д	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	8.5	85	73.5617710591023	31.5	768.768	10	10	1854.44747449478	700.588295800974	35.0294147900487	735.617710591023	250	4500	45000	10	50	20	100	4500	10	10	54912	49920	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1750	0	0.29	TrackNS.Track	100	0.377788158163844	6	СПД-140Д	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	0.97	21.0914234467766	0.252	10.7184	10	10	403.946055935316	200.870699493111	10.0435349746555	210.914234467766	250	360	360	10	10	20	20	36	10	10	765.6	696	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.497271099795752	7	ПлаС-34	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	1.94	21.5456511687639	0.504	16.8168	10	10	416.262992826707	205.196677797751	10.2598338898876	215.456511687639	250	360	720	10	10	20	20	72	10	10	1201.2	1092	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.492949604778284	5	ПлаС-34	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	2.91	22.2234337332715	0.756	23.3772	10	10	431.500998282647	211.651749840681	10.582587492034	222.234337332715	250	360	1080	10	20	20	40	108	10	10	1669.8	1518	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.490501182344987	5	ПлаС-34	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	3.88	22.9044539928583	1.008	29.4756	10	10	446.312606792453	218.137657074841	10.9068828537421	229.044539928583	250	360	1440	10	20	20	40	144	10	10	2105.4	1914	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.488755311310937	5	ПлаС-34	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	4.85	23.6729319123331	1.26	36.036	10	10	462.548263655087	225.456494403172	11.2728247201586	236.729319123331	250	360	1800	10	30	20	60	180	10	10	2574	2340	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.487422636984085	5	ПлаС-34	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	5.82	24.4041928122764	1.512	42.1344	10	10	477.91253108342	232.420883926442	11.6210441963221	244.041928122764	250	360	2160	10	30	20	60	216	10	10	3009.6	2736	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.486325151172637	5	ПлаС-34	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	6.79	25.2039774990717	1.764	48.6948	10	10	494.492554685685	240.03788094354	12.001894047177	252.039774990717	250	360	2520	10	40	20	80	252	10	10	3478.2	3162	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.485422639166157	5	ПлаС-34	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	7.76	25.957180751811	2.016	54.7932	10	10	510.098201656628	247.211245255343	12.3605622627672	259.57180751811	250	360	2880	10	40	20	80	288	10	10	3913.8	3558	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.484634614379121	5	ПлаС-34	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	8.73	26.7724834034698	2.268	61.3536	10	10	526.84892420211	254.976032413998	12.7488016206999	267.724834034698	250	360	3240	10	50	20	100	324	10	10	4382.4	3984	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.483964227126682	5	ПлаС-34	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	0.97	9.7	27.53794366689	2.52	67.452	10	10	542.589387027187	262.266130160857	13.1133065080429	275.3794366689	250	360	3600	10	50	20	100	360	10	10	4818	4380	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1300	0	0.022	TrackNS.Track	100	0.483360228621125	5	ПлаС-34	Карат
1	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	1.2	12.2870299383551	0.455	15.631	10	10	312.443338510291	117.019332746239	5.85096663731193	122.870299383551	250	650	650	10	10	20	20	65	10	10	1116.5	1015	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.374529773315632	6	ПлаС-40	Карат
2	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	2.4	12.9440652904242	0.91	26.642	10	10	332.336728337192	123.276812289755	6.16384061448773	129.440652904242	250	650	1300	10	10	20	20	130	10	10	1903	1730	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.370939477278229	5	ПлаС-40	Карат
3	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	3.6	13.7017291139646	1.365	38.115	10	10	353.799029429675	130.492658228235	6.52463291141174	137.017291139646	250	650	1950	10	20	20	40	195	10	10	2722.5	2475	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.368832719633486	5	ПлаС-40	Карат
4	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	4.8	14.4537329544265	1.82	49.126	10	10	374.737069362449	137.654599565967	6.88272997829833	144.537329544265	250	650	2600	10	20	20	40	260	10	10	3509	3190	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.36733648955563	5	ПлаС-40	Карат
5	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	6	15.2516960989568	2.275	60.599	10	10	396.642661498699	145.254248561493	7.26271242807465	152.516960989568	250	650	3250	10	30	20	60	325	10	10	4328.5	3935	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.366209343222576	5	ПлаС-40	Карат
6	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	7.2	16.0263421932575	2.73	71.61	10	10	417.82976932553	152.631830411977	7.63159152059883	160.263421932575	250	650	3900	10	30	20	60	390	10	10	5115	4650	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.365296686874079	5	ПлаС-40	Карат
7	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	8.4	16.8385430652376	3.185	83.083	10	10	439.891977865705	160.367076811787	8.01835384058933	168.385430652376	250	650	4550	10	40	20	80	455	10	10	5934.5	5395	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.364560130398071	5	ПлаС-40	Карат
8	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	9.6	17.6228436284786	3.64	94.094	10	10	461.185284226674	167.836605985511	8.39183029927553	176.228436284786	250	650	5200	10	40	20	80	520	10	10	6721	6110	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.363924461004741	5	ПлаС-40	Карат
9	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	10.8	18.4418018926427	4.095	105.567	10	10	483.321821906465	175.636208501359	8.78181042506796	184.418018926427	250	650	5850	10	50	20	100	585	10	10	7540.5	6855	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.363393913828599	5	ПлаС-40	Карат
10	0.007	0.1	0.014	0.05	0.1	1.1	140	1.2	12	19.2314823337997	4.55	116.578	10	10	504.674310073569	183.156974607616	9.15784873038081	192.314823337997	250	650	6500	10	50	20	100	650	10	10	8327	7570	6371000	1737000	397300000000000	4904000000000	500000	200000	6871000	1937000	1880	0	0.04	TrackNS.Track	100	0.362921137358699	5	ПлаС-40	Карат
